Title,Rating,Review,Price,MRP,Discount,Delivery,Offer
iVoomi 43.18 cm (17 inch) Full HD LED Backlit Monitor (Square IV-L19O1HDM)                                   ,   3.9 ,17 Reviews      ,"₹2,338    ","₹8,999    ",74% off ,Free delivery ,Bank Offer    
DELL 60.96 cm (24 inch) HD Monitor (E2422HS - Full HD (1920 x 1080) LED Backlit Monitor - IPS Panel - ...    ,   4.4 ,3 Reviews       ,"₹13,399   ","₹31,599   ",57% off ,Free delivery ,Upto          
"Enter 50.8 cm (20 inch) Full HD PLS Panel Monitor (A09 50.8 cm with 1600 x 900 Resolution, Black Monit...  ",   3.9 ,0 Reviews       ,"₹2,499    ","₹4,999    ",50% off ,Free delivery ,Bank Offer    
DELL 60.96 cm (24 inch) Full HD IPS Panel Monitor (U2424HE)                                                  ,   4.8 ,1 Reviews       ,"₹23,499   ","₹57,820   ",59% off ,Free delivery ,              
Acer NITRO 68.58 cm (27 inch) Full HD LED Backlit IPS Panel 165 Gaming Monitor (VG270)                       ,   4.4 ,86 Reviews      ,"₹13,949   ","₹26,999   ",48% off ,Free delivery ,Upto          
FINGERS Satin 54.48 cm (21.45 inch) Full HD LED Backlit VA Panel Monitor (The Big Picture)                   ,   4.1 ,1 Reviews       ,"₹6,299    ","₹10,999   ",42% off ,Free delivery ,              
"SAMSUNG 81.28 cm (32 inch) 4K Ultra HD LED Backlit VA Panel with 1 Billion Colors, PBP, Slim Bezels Fl...  ",   4.1 ,5 Reviews       ,"₹27,399   ","₹52,500   ",47% off ,Free delivery ,Bank Offer    
"LAPCARE 60.45 cm (23.8 inch) Full HD LED Backlit IPS Panel with Metal Stand, VGA & HDMI Port, Light We...  ",   3.5 ,1 Reviews       ,"₹7,199    ","₹21,699   ",66% off ,Free delivery ,₹220          
"SAMSUNG Odyssey G5 68.58 cm (27 inch) Curved Quad HD VA Panel with 1000R Curvature, HDR10 Gaming Monit...  ",   4.4 ,4 Reviews       ,"₹22,999   ","₹50,000   ",54% off ,Free delivery ,Bank Offer    
ASUS TUF 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (VG279Q1R)                          ,   4.3 ,6 Reviews       ,"₹16,999   ","₹24,990   ",31% off ,Free delivery ,Upto          
"DELL 60.96 cm (24 inch) Full HD LED Backlit IPS Panel with HDMI, 2X DisplayPort 1.4, 2 x USB Type-C 3....  ",   4.6 ,0 Reviews       ,"₹18,799   ","₹36,102   ",47% off ,Free delivery ,Bank Offer    
"SAMSUNG 68.58 cm (27 inch) Curved Full HD LED Backlit VA Panel 1000R, Inbuilt Speakers, DP, HDMI, Audi...  ",   4.5 ,22 Reviews      ,"₹16,448   ","₹31,000   ",46% off ,Free delivery ,              
Acer K2 60.96 cm (24 inch) Full HD VA Panel Monitor (K242HYL)                                                ,   4.3 ,188 Reviews     ,"₹11,468   ","₹13,700   ",16% off ,Free delivery ,₹220          
Lenovo 71.12 cm (28 inch) 4K Ultra HD IPS Panel Monitor (L28u-35)                                            ,       ,                ,"₹19,990   ","₹33,090   ",39% off ,Free delivery ,Bank Offer    
"LG Ultra Fine Monitor 68.58 cm (27 inch) 4K Ultra HD LED Backlit IPS Panel with VESA DisplayHDR 400, U...  ",   4.6 ,8 Reviews       ,"₹30,500   ","₹47,500   ",35% off ,Free delivery ,Upto          
"ViewSonic VA Series 60.45 cm (23.8 inch) Full HD LED Backlit VA Panel White colour, Frameless Monitor ...  ",   4.1 ,40 Reviews      ,"₹9,999    ","₹22,900   ",56% off ,Free delivery ,Upto          
"Dyanora 68.58 cm (27 inch) Full HD VA Panel Anti-Glare Screen with Ultra Slim Bezel-Less Design, Free ...  ",   4   ,15 Reviews      ,"₹8,999    ","₹29,999   ",70% off ,Free delivery ,              
"DELL Alienware 63.5 cm (25 inch) Full HD LED Backlit IPS Panel with Height, Tilt, Swivel Adjustable Ga...  ",   5   ,1 Reviews       ,"₹37,999   ","₹51,599   ",26% off ,Free delivery ,Upto          
Enter 39.12 cm (15.4 inch) Full HD Monitor (15.4 inch Full HD Monitor (E-MO-A05) (Response Time: 3 ms)...    ,   3.5 ,1 Reviews       ,"₹2,490    ","₹3,999    ",37% off ,Free delivery ,Bank Offer    
LG 59.69 cm (23.5 inch) Full HD TN Panel Monitor (24M38H)                                                    ,   3.7 ,8 Reviews       ,"₹4,999    ","₹8,205    ",39% off ,Free delivery ,₹220          
Acer 54.61 cm (21.5 inch) Full HD IPS Panel Monitor (B227Q)                                                  ,   4.5 ,96 Reviews      ,"₹13,495   ","₹19,200   ",29% off ,Free delivery ,              
"DELL 68.58 cm (27 inch) Quad HD LED Backlit IPS Panel with 2xDisplayPort, 1xHDMI, 2xThunderbolt, 2xUSB...  ",   4.8 ,0 Reviews       ,"₹37,999   ","₹73,154   ",48% off ,Free delivery ,              
LG 27SR50F-W MyView Smart Monitor WITH WEB OS 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Monitor...    ,       ,                ,"₹15,799   ","₹24,500   ",35% off ,Free delivery ,              
FINGERS Satin 60.45 cm (23.8 inch) Full HD LED Backlit VA Panel Monitor (The Big Picture)                    ,   4.1 ,1 Reviews       ,"₹8,000    ","₹14,999   ",46% off ,Free delivery ,              
                                                                                                             ,       ,                ,            ,            ,        ,              ,              
                                                                                                             ,       ,                ,            ,            ,        ,              ,              
                                                                                                             ,       ,                ,            ,            ,        ,              ,              
"LG Led-Monitor 54.61 cm (21.5 inch) Full HD LED Backlit VA Panel with OnScreen Control, Reader Mode, F...  ",   4.1 ,16 Reviews      ,"₹6,800    ","₹14,000   ",51% off ,Free delivery ,₹220          
"LG 80.01 cm (31.5 inch) Quad HD IPS Panel with HDR10, sRGB 99%, Color Calibrated, Flicker Safe, Height...  ",   3.9 ,0 Reviews       ,"₹25,800   ","₹36,000   ",28% off ,Free delivery ,Bank Offer    
"SAMSUNG M5 68.58 cm (27 inch) Full HD VA Panel with embedded TV Apps, PC-less productivity with Samsun...  ",   4.3 ,131 Reviews     ,"₹16,498   ","₹33,500   ",50% off ,Free delivery ,Bank Offer    
iVoomi 55.88 cm (22 inch) Full HD LED Backlit Monitor (Wide IV-L19O1HDE)                                     ,   3.6 ,0 Reviews       ,"₹5,399    ","₹13,999   ",61% off ,Free delivery ,              
ASUS 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (VZ279HEG1R)                            ,       ,                ,"₹17,999   ","₹28,999   ",37% off ,Free delivery ,Upto          
"LG Ultra-Fine 80.01 cm (31.5 Inches) Quad HD LED Backlit IPS Panel with HDR10, sRGB 99%, Color Calibra...  ",   4.6 ,33 Reviews      ,"₹24,500   ","₹36,700   ",33% off ,Free delivery ,₹220          
iVoomi monitor 50.8 cm (20 inch) Full HD LED Backlit TN Panel Monitor (IV-L19O1HD)                           ,   3.7 ,2 Reviews       ,"₹3,453    ","₹11,999   ",71% off ,Free delivery ,              
"Lenovo G-Series 81.28 cm (32 inch) Curved Quad HD LED Backlit VA Panel with 99% sRGB, 2XHDMI 2.0, DP, ...  ",   5   ,0 Reviews       ,"₹23,199   ","₹34,890   ",33% off ,Free delivery ,Bank Offer    
Lenovo 60.45 cm (23.8 Inch) Quad HD IPS Panel Monitor (L24q-35)                                              ,   4.8 ,3 Reviews       ,"₹15,999   ","₹24,890   ",35% off ,Free delivery ,₹220          
Acer 80.01 cm (31.5 inch) Curved Full HD LED Backlit VA Panel Gaming Monitor (ED320QR)                       ,   4.5 ,48 Reviews      ,"₹16,999   ","₹20,300   ",16% off ,Free delivery ,Bank Offer    
"DELL SE-Series 60.45 cm (23.8 inch) Full HD LED Backlit VA Panel with 3-Years warranty, 16.7M Colours,...  ",   4.4 ,20 Reviews      ,"₹8,699    ","₹21,239   ",59% off ,Free delivery ,Upto          
"MSI 60.96 cm (24 inch) Full HD IPS Panel with Anti-Flicker Technology, Less Blue Light, HDR Ready Moni...  ",   4.4 ,1 Reviews       ,"₹12,899   ","₹25,000   ",48% off ,Free delivery ,Bank Offer    
Lenovo 60.45 cm (23.8 inch) Quad HD IPS Panel Monitor (Q24h-10)                                              ,   3.2 ,1 Reviews       ,"₹18,999   ","₹30,790   ",38% off ,Free delivery ,Bank Offer    
"SAMSUNG ViewFinity S6 60.96 cm (24 inch) Quad HD IPS Panel with USB Type-C, LAN Port, DP, HDR10, KVM S...  ",   4   ,1 Reviews       ,"₹23,499   ","₹33,500   ",29% off ,Free delivery ,              
"LG 60.96 cm (24 inch) Full HD LED Backlit IPS Panel with HDMI, DVI,VGA, Audio-IN Ports Gaming Monitor ...  ",   4.4 ,37 Reviews      ,"₹9,898    ","₹17,900   ",44% off ,Free delivery ,Bank Offer    
"DELL E-Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with Tilt Adjustment, Slim Bezel, Eye C...  ",   4.4 ,3 Reviews       ,"₹11,499   ","₹32,999   ",65% off ,Free delivery ,Upto          
"LG UltraGear 68.58 cm (27 inch) Quad HD IPS Panel with VESA Display HDR400, HDMI, Nvidia G-Sync Compat...  ",   4.7 ,11 Reviews      ,"₹32,000   ","₹47,500   ",32% off ,Free delivery ,Bank Offer    
Enter 43.43 cm (17.1 inch) HD TN Panel Monitor (E-M0-AO2)                                                    ,   3.8 ,16 Reviews      ,"₹2,500    ","₹6,999    ",64% off ,Free delivery ,              
Lenovo ThinkVision 86.36 cm (34 inch) Curved WQHD LED Backlit VA Panel Monitor (ThinkVision T34w-30)         ,       ,                ,"₹56,999   ","₹62,301   ",8% off  ,Free delivery ,              
"Lenovo 80.01 cm (31.5 inch) WQHD IPS Panel with 1.07 Billion Colors, HDMI, DP, Tilt, Vesa Wall Mount, ...  ",   4.2 ,6 Reviews       ,"₹18,990   ","₹29,290   ",35% off ,Free delivery ,₹220          
ViewSonic VA2406-H 60.96 cm (24 inch) Full HD LED Backlit VA Panel Monitor (Home and Office Use Monito...    ,   4.1 ,9 Reviews       ,"₹7,299    ","₹13,851   ",47% off ,Free delivery ,₹220          
Enter HD 39.12 cm (15.4 inch) HD VA Panel Monitor (E-MO-A06)                                                 ,   2.5 ,0 Reviews       ,"₹2,500    ","₹6,299    ",60% off ,Free delivery ,              
Enter 48.26 cm (19 inch) HD VA Panel Monitor (E-MO-A00)                                                      ,   4   ,1 Reviews       ,"₹2,587    ","₹2,999    ",13% off ,Free delivery ,              
ZEBRONICS 68.58 cm (27 inch) Full HD VA Panel Wall Mountable Gaming Monitor (ZEB-A27FHD Slim Gaming LE...    ,   4   ,39 Reviews      ,"₹9,999    ","₹37,999   ",73% off ,Free delivery ,Bank Offer    
                                                                                                             ,       ,                ,            ,            ,        ,              ,              
                                                                                                             ,       ,                ,            ,            ,        ,              ,              
                                                                                                             ,       ,                ,            ,            ,        ,              ,              
Enter 48.26 cm (19 inch) HD Monitor (E-MO-A00)                                                               ,   4   ,6 Reviews       ,"₹2,599    ","₹12,500   ",79% off ,Free delivery ,              
iVoomi 48.26 cm (19 inch) HD Monitor (V-L1901HD)                                                             ,   3   ,1 Reviews       ,"₹2,900    ","₹9,999    ",70% off ,Free delivery ,              
ViewSonic 73.66 cm (29 inch) WFHD IPS Panel Gaming Monitor (VA2932-MHD)                                      ,   3.7 ,1 Reviews       ,"₹14,699   ","₹24,400   ",39% off ,Free delivery ,Bank Offer    
SAMSUNG 68.58 cm (27 inch) Curved Full HD VA Panel Monitor (LS27C366EAWXXL)                                  ,       ,                ,"₹11,799   ","₹17,800   ",33% off ,Free delivery ,              
"SAMSUNG M5 81.28 cm (32 inch) Full HD LED Backlit VA Panel with embedded TV Apps, PC-less productivity...  ",   4.3 ,131 Reviews     ,"₹19,799   ","₹35,000   ",43% off ,Free delivery ,Upto          
"DELL AW-Series 68.58 cm (27 inch) WQHD LED Backlit IPS Panel with Vesa Certified HDR 600, Height, Tilt...  ",       ,                ,"₹59,999   ","₹1,37,099 ",56% off ,Free delivery ,Upto          
Enter 39.12 cm (15.4 inch) HD Monitor (E-M16HB)                                                              ,   3.5 ,22 Reviews      ,"₹2,480    ","₹4,999    ",50% off ,Free delivery ,Bank Offer    
MarQ by Flipkart 60.96 cm (24 inch) Full HD LED Backlit VA Panel with 2 X 3W Inbuilt Speakers Monitor ...    ,   4.3 ,"1,542 Reviews ","₹6,999    ","₹12,999   ",46% off ,Free delivery ,₹220          
"Acer KA-Series 68.58 cm (27 inch) Full HD LED Backlit IPS Panel with 250 Nits Brightness, 99% sRGB, 1 ...  ",   4.4 ,6 Reviews       ,"₹8,499    ","₹11,999   ",29% off ,Free delivery ,Bank Offer    
HP 68.58 cm (27 inch) Curved Full HD LED Backlit VA Panel Gaming Monitor (X27c)                              ,   4.4 ,21 Reviews      ,"₹19,999   ","₹35,000   ",42% off ,Free delivery ,Upto          
"SAMSUNG M5 68.58 cm (27 inch) Full HD VA Panel with embedded TV Apps, PC-less productivity with Samsun...  ",   4.3 ,131 Reviews     ,"₹17,699   ","₹32,300   ",45% off ,Free delivery ,Upto          
ZEBRONICS 68.58 cm (27 inch) Full HD IPS Panel Wall Mountable||White Colour Monitor (Zeb-A27FHD LED)         ,   4   ,55 Reviews      ,"₹10,513   ","₹21,499   ",51% off ,Free delivery ,Bank Offer    
"DELL P SERIES 60.96 cm (24 inch) Full HD LED Backlit IPS Panel Monitor ((P2425H, 99% sRGB,1x HDMI|1x D...  ",   4.4 ,3 Reviews       ,"₹13,899   ","₹35,978   ",61% off ,Free delivery ,Bank Offer    
Lenovo 80.01 cm (31.5 inch) 4K Ultra HD IPS Panel Monitor (L32p-30)                                          ,   4.8 ,0 Reviews       ,"₹29,990   ","₹41,190   ",27% off ,Free delivery ,Bank Offer    
MSI 60.45 cm (23.8 inch) Full HD IPS Panel Monitor (PRO MP243X)                                              ,   4   ,2 Reviews       ,"₹8,499    ","₹13,600   ",37% off ,Free delivery ,              
"GIGABYTE Aorus 68.58 cm (27 Inch) Quad HD LED Backlit IPS Panel with 1440p, 95% DCI-P3 Color, Dual Syn...  ",   4.7 ,3 Reviews       ,"₹30,999   ","₹90,000   ",65% off ,Free delivery ,Upto          
"BenQ PD 68.58 cm (27 inch) UHD LED Backlit IPS Panel 99% sRGB, 99% Rec.709, HDR10,, AQCOLOR Technology...  ",   4.7 ,2 Reviews       ,"₹37,990   ","₹54,990   ",30% off ,Free delivery ,Upto          
Acer 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Monitor (KA270 E)                                      ,   4.5 ,1 Reviews       ,"₹8,499    ","₹11,999   ",29% off ,Free delivery ,Bank Offer    
"SAMSUNG 68.58 cm (27 inch) 4K Ultra HD LED Backlit IPS Panel with HDR10, Wide Viewing Angle, Borderles...  ",   4.1 ,5 Reviews       ,"₹22,500   ","₹42,000   ",46% off ,Free delivery ,              
"LG ULTRAGEAR 81.28 cm (32 inch) Quad HD LED Backlit VA Panel Gaming Monitor (165 Hz 1ms, FreeSync Prem...  ",   4.6 ,4 Reviews       ,"₹23,999   ","₹49,500   ",51% off ,Free delivery ,Bank Offer    
ASUS 68.58 cm (27 inch) Full HD LED Backlit IPS Panel Gaming Monitor (TUF VG279QM)                           ,   4.3 ,10 Reviews      ,"₹31,999   ","₹45,000   ",28% off ,Free delivery ,Upto          
"LG UltraFine 68.58 cm (27 inch) 4K Ultra HD IPS Panel HDR10, Ergonomic, USB Type-C Monitor (27UN880)       ",   4.6 ,5 Reviews       ,"₹38,200   ","₹53,500   ",28% off ,Free delivery ,Bank Offer    
"MSI 68.58 cm (27 inch) WQHD IPS Panel with EyesErgo Technology, Anti-Flicker, Less Blue Light, Anti-Gl...  ",   4.3 ,4 Reviews       ,"₹16,061   ","₹30,000   ",46% off ,Free delivery ,Bank Offer    
"leoxsys 39.62 cm (15.6 inch) Full HD LED Backlit IPS Panel Monitor (10 Touch Capactive,300nits brightn...  ",   4.7 ,0 Reviews       ,"₹16,669   ","₹24,990   ",33% off ,Free delivery ,              
                                                                                                             ,       ,                ,            ,            ,        ,              ,              
